,0,1,2
152,"ERP , CRM , Website Designer",28.2088218,76.8446
153,ADUSUNS MEDICARE,28.2088218,76.84459989999999
154,Herbalforweightloss.com,28.20886,76.844385
157,Jaquar Unit 2,28.2164992,76.8450781
161,Harish Engineering Works,28.2314953,77.07371739999999
166,Atul Generators,28.241869,77.072947
167,VESTIGE DLCP SOHNA,28.2406104,77.07668040000001
168,Vestige DCC Center,28.2406328,77.0766556
169,Naveen Trading Co,28.2433614,77.0719373
170,"Maharaja Aggarsain, Commercial Complex, Sec- 9 Rohini",28.2468231,77.0666525
171,Innovative Tech Pack Limited,28.2477847,77.067127
172,Vaishali Welding Technology Pvt. Ltd.,28.24783,77.067482
173,Vita Dairy,28.2487826,77.0680722
174,Om sweets Sohna Main Road,28.2484182,77.07086989999999
175,Farhaan the shop,28.1626616,77.0320704
176,Azeem Niwas Badka,28.1717643,77.0150486
177,Akram CSC badka,28.170434,77.0139851
178,Aashik Kiryana Store,28.1696442,77.0138296
179,waseem advocate home,28.1719472,77.0137518
180,Aasik Ghar,28.1742816,77.053568
181,Mustkeem,28.1543705,77.01331189999999
182,Taufik General Store,28.1866394,77.01360199999999
183,Jubair Cool Point,28.1867581,77.0137129
184,Mama Haron Kirana Store,28.18691159999999,77.013835
185,Mustkeem,28.1908131,77.05190859999999
186,Bodey Chandanholiyaa,28.1572307,77.06593079999999
187,JOMKHA NAMBER DAR,28.1510032,76.9972207
188,Mohammad Fruits,28.173671,77.0707503
189,Adnan Medical Store,28.1734286,77.07078729999999
190,Iklas,28.1497358,77.06915889999999
191,CH.FATTU,28.20481850000001,77.0534538
192,CH.FATTU HOMES 48,28.20480539999999,77.05350460000001
193,Badakiya Wali masjid,28.184539,76.9863037
194,WASEEM AKRAM (PALACE),28.20878889999999,77.00894530000001
195,Retread Shop,28.2040821,77.0603684
196,KABIR जनरल स्टोर,28.1738838,77.0794705
197,pellu kiriyana store,28.2137339,77.02616640000001
198,New Haji Jumma MarketAadilkhan Kirana stor Shop No. 2,28.1271988,77.0420541
199,Relax footwear,28.1271988,77.0420541
205,Śhàhįď k k Puriya,28.1671263,77.1317237
206,Tarif Khan Kiryana store,28.16776290000001,77.1329293
207,Dagar Bhawan k k pur,28.1669238,77.1322337
208,Sagar Bhawan,28.1667356,77.1326842
209,SubedarRani Ke Basoy,28.1509671,77.11093290000001
210,shiv mandir kherli dausa,28.1558251,77.1042116
211,"Mange Ram Tyre Service, Indri (Nuh)",28.1854454,77.10071169999999
212,प्राचीन शिव मंदिर,28.187969,77.10195
213,Manish General Store,28.1873136,77.1004541
214,Liminous Power Technologies Pvt.ltd,28.1489176,77.1022764
215,Mahander Kumar General Store&building Material Store,28.1760046,77.1662666
216,Babu ram kiryana,28.1878586,77.099043
217,Mahander Kumar Buildimg Material,28.1752128,77.16650829999999
218,Plot Buying & Building Material Supplier,28.1749773,77.1667634
219,Umda Tiels,28.1910149,77.09857749999999
220,Mandkola -Silani Road KMP Crossing,28.157218,77.170637
221,Chamind mandir ka pass (BHARBHUJA Chowk,28.1473709,77.16523219999999
222,Stone Crusher,28.1708864,77.083873
223,Mod khalid R,28.1712848,77.0823482
224,KABIR जनरल स्टोर,28.1723864,77.0811772
225,Aakash Rajput bhawan,28.2130762,77.13313959999999
227,marvel universe,28.1924026,77.08539689999999
228,Shreesps Product,28.1361932,77.0942492
229,Sahabu kirana store,28.214259,77.11112140000002
230,"BEDAN SHOP, CHANDNI CHOWK",28.119517,77.1321485
231,Squats well,28.1414588,77.178072
232,RAOOFKIRANJ,28.1919732,77.1826854
234,Tofik Kiryana Store,28.1956152,77.1817416
236,HS Dagar General Store,28.1342804,77.1764264
237,Umed Kirana Store,28.1333328,77.1763751
238,R S MEDICAL STORE,28.1325782,77.17584169999999
239,LACHHIRAM KIRANA STORE,28.1329177,77.1766138
240,Sanjay Bhawan,28.1891729,77.242803
241,Veegee Inustrial Ent Pvt Ltd.,28.2092004,77.2722082
242,Niranjanbaghola Shop,28.2086196,77.3069395
243,World of computers in palwal.,28.153096,77.32167299999999
244,INTERIOR XPRESSION,28.1590383,77.3228311
245,Terra Motors Showroom,28.1543125,77.32885739999999
246,Jain Properties,28.145557,77.32686
247,Century metal recycle,28.2227028,77.3114964
248,Goyal Industries,28.144353,77.327041
249,Dagar Milk Products,28.1321542,77.3223915
250,Anil General Store,28.1899446,77.24497699999999
251,Gopal Sabji Wala,28.1901361,77.2446487
252,Devender Dixit genral store,28.19039879999999,77.24422729999999
253,Om medical,28.191007,77.243084
254,Dhatir Sharma Bike Reparing,28.1904254,77.24430269999999
255,DaaGaa Traders,28.1883214,77.2489222
256,Harsh Medical Store,28.1887584,77.24880820000001
257,Sahil Photo Studio (Pandit Ji),28.1889996,77.2485658
258,Musaka Mohalla,28.1604652,77.25632039999999
259,Dagar Communication,28.1889871,77.24868819999999
260,Surender Fast Food,28.1886077,77.2492293
261,Dksingh,28.1919797,77.24514959999999
262,Deepak Home,28.192058,77.2451406
263,Kundu Marketing Point,28.1624121,77.2592004
264,"Kalua tent house, DHATIR",28.1937743,77.245038
265,Naresh General Store,28.1906243,77.25028979999999
266,Brijpal general store,28.1900761,77.2512071
267,Reyansh Dagar,28.191422,77.250098
268,Chandiram Khal,28.1904934,77.2514089
269,Mamraj Tea Stall & Mudha Makers,28.1977637,77.225027
270,Mohit Electronic,28.1928515,77.2491364
271,Sumith General Store By Lokesh Dagar,28.1928515,77.2491365
272,Kishopur Mod,28.1928515,77.2491365
273,Deepak gernal store,28.1916993,77.25235780000001
274,Rudra Homoeopathy,28.1773777,77.2644297
275,Jassi dagar Hindu,28.2045683,77.2313939
276,Sai City Mindkola,28.1444708,77.2007889
277,MEMBER CAMTHI..,28.14066739999999,77.2058
278,dagar's shop,28.1972246,77.2574948
279,Lalchand,28.137887,77.206043
280,Videocon Service Center,28.149295,77.3388361
282,Food Supplements Universal Health Care Centre,28.135199,77.331003
286,CHAHAT SECURITY SYSTEMS,28.152593,77.3381636
287,Hswc,28.14873619999999,77.3320262
288,Vishnu Namkeen Bhandar,28.14873619999999,77.3320262
289,Ananda Dairy Store,28.1482394,77.3331718
290,Tejas Solar Solution,28.148571,77.337741
291,Jindal Medical Store,28.1470407,77.33530879999999
292,Laptop Service Center,28.146758,77.333809
293,Dharna Services,28.1468128,77.3347726
296,Astha Enterprises,28.144249,77.330786
297,Vishal Mega Mart,28.1424441,77.32774529999999
298,Krishna Sweets,28.1381943,77.32809329999999
299,Haryana Medical Store,28.13667049999999,77.32728589999999
300,Dell Sales Service,28.1362113,77.3337343
301,Muncheez Cafe,28.1361216,77.3340645
302,Super Drycleaners,28.1355539,77.33157299999999
303,Havells Galaxy Store - R.D. Electrical,28.134084,77.338642
304,IT Equations,28.1301335,77.33528299999999
306,SCREEN STATION,28.19919299999999,77.386729
307,Iprovidesolutions India,28.121527,77.331723
311,Vashisht BharatGas Agency (Prop. Sandeepika Vashisht),28.249527,77.362004
312,Manish Shop Agwanpur,28.1657633,77.3292561
313,Golu kirana store,28.1638218,77.3267709
314,Yadram general store,28.1785046,77.3292483
315,Shiv medical store,28.1781736,77.32599239999999
316,Ayurved bhawan ausadhi sansthan,28.1629724,77.3217299
317,Ice cream parlour,28.1613078,77.3213935
318,A 1 Kulfi,28.160777,77.3217871
319,Interior Xpression,28.157998,77.323599
321,Misba Auto Center,28.2226104,77.4443807
325,Mala Singh Grocery Store,28.2134842,77.51224239999999
326,The Art And Fashion Hub,28.2137992,77.51271679999999
334,Sishram,28.1512769,77.4226606
335,lamba general store,28.1858741,77.4436635
336,Kaushik Tent House,28.1823907,77.4116288
337,Golu lamba,28.18619869999999,77.4445082
338,Golu Lamba,28.1863089,77.44461919999999
339,Vashisth Garments,28.1824276,77.4107825
340,Umang Telecom Katesra,28.1825173,77.4100521
341,Tirkaal Dj Katesra Shop,28.1823883,77.40982319999999
342,RK boutique,28.1842485,77.4106671
343,Khadak singh sweets shop,28.1884207,77.44442839999999
344,Kunal Communication,28.1885604,77.4442473
345,Raj Photo Studio,28.1886009,77.444306
346,Ramesh Prajapati General Store,28.18346829999999,77.4095516
347,LAMBA GENERAL STORE,28.1885941,77.4444649
348,Baghel general store,28.1888075,77.4445011
349,Rajkumar Milk Dairy,28.1849486,77.4104998
350,Lilaram general store,28.1886819,77.4449343
351,Advocate Satya Narain,28.1818317,77.4076664
352,Guru Ji Inverter & Batteries,28.1892184,77.444597
353,Kartik Medical Store,28.18929769999999,77.4445571
354,योगी खल भंडार,28.1893019,77.44468619999999
355,Attri Inverter And Battery,28.1896116,77.4445023
356,Panchal Furniture,28.1482941,77.443327
357,Vikram,28.1522712,77.4498011
358,Shivam Tent house,28.1919023,77.44474129999999
359,k.k tent house amarpur,28.19327259999999,77.44539309999999
360,"Green Bags Enterprises,",28.2928889,76.608476
361,Dr.medicose,28.218819,76.60191499999999
362,Lalit Store,28.276108,76.69561829999999
370,Julffu Caterers,28.201026,76.605308
379,Kuldeep Singh Sarwan & Assocites,28.3110717,76.7033471
403,Chauhan Marbel Shop,28.3255049,76.778212
404,Ananda Dairy Store,28.325505,76.778212
405,Supreme Rubber Industries,28.32472,76.783019
406,Meer Traders,28.3275091,76.7771992
408,B.K.Gift Gallery,28.327558,76.7789313
409,Neeru Studio Pataudi & cafe,28.3270867,76.7798038
410,Kamdhenu Steel..,28.3296153,76.7810477
412,Pasupati textiles,28.24303089999999,76.813666
416,SPαckers and Moѵєrs,28.2209698,76.8086964
417,jagdamba kirana store jatauli,28.3532848,76.74916979999999
418,BANSAL STORE,28.3520386,76.7567935
421,AVS Packaging,28.26327259999999,76.83029069999999
423,Vinod Shop Telpuri,28.2657132,76.72657889999999
424,Ramp Of Balu Mitti,28.269155,76.7217867
425,Rajput Bhawan,28.2737928,76.7383954
426,Yadav Medicos,28.27173299999999,76.7408665
427,chacha bhtija fruit corner,28.271733,76.74086659999999
428,Rohit General Store,28.2712625,76.7413433
429,Rampat General Store,28.2719676,76.7417553
430,Akash General Shop,28.2699213,76.74200180000001
431,rustagi General Store,28.2721067,76.7425023
432,Vishnu And Trading Company,28.2698767,76.7431109
433,Rajesh Chauhan general store,28.2730572,76.7427404
434,Charan Singh & Sons trading company,28.270935,76.743477
435,Nanda and sons trading company,28.2711175,76.74364700000001
436,Bhagirath Chauhan Kiryana Store,28.272014,76.7436282
437,Munesh & Fojjy Aloo Company,28.2709817,76.7438088
438,chauhan Confectionery (Poni),28.2741441,76.7438679
439,Sarpanch Jai Bhagwan Farm,28.2925538,76.74142379999999
443,Gandas Industries,28.2781693,76.86814199999999
445,Suraj Nai Ki Dukaan,28.2205407,76.84156639999999
451,Gaurav enterprises,28.2110663,76.8391066
455,Reliance Industries Limited,28.2093989,76.8143874
480,Json World,28.2761844,76.9410968
481,Azad World,28.2761038,76.9414386
482,Department Store Amity University Haryana,28.3155903,76.91533419999999
483,Sumit Kiryana Store,28.315064,76.90275129999999
484,Parveen Store,28.3179409,76.9030521
485,Pankaj Jewellers,28.3155669,76.8968046
487,"Bikanervala - Indian Restaurant in Panchgaon, Gurugram",28.3237555,76.9016643
493,Shri Ram Hardware Store,28.34414659999999,76.9457442
494,Deepak Store,28.355074,76.934508
497,Krishna Printers,28.351928,76.938462
498,Vinod Medical Store,28.3535321,76.9378598
499,Patanjali Store,28.3537635,76.93790849999999
501,Bikaner Sweets,28.35518,76.929502
502,Mukesh Sweets,28.355051,76.934322
503,Raj Medical Store,28.355066,76.934448
504,My Idea Store,28.355547,76.93848899999999
505,cake castle,28.35592299999999,76.938356
506,KSB Pumps Limited,28.35633309999999,76.93864889999999
510,Paras Dariy,28.357639,76.924257
513,BACHAT BAZAR,28.3576832,76.91921830000001
515,Priyanshi General Store,28.2689348,76.9178005
516,Kalwari Village,28.2695868,76.9175178
517,Jeetu General Store,28.2696009,76.9174893
518,Rao Communication,28.2673372,76.9169673
519,Balwan General Store,28.267483,76.9168096
522,Central Park Cerise Suites Sohna Gurgaon,28.2651672,77.0643255
523,HRS PRINTER'S & CSC CENTRE,28.2558807,77.06790459999999
524,Lavana Office Interior Designers In Gurgaon,28.25601399999999,77.06841
533,Ananda,28.311768,77.079471
536,Archies,28.3502815,77.06526130000002
537,Grevis Pharmaceuticals- PCD Pharma Franchise for Eye Drops/Ophthalmic Range | Eye Drops Manufacturer,28.350357,77.0653901
538,Capital Record Centre,28.343774,77.0811141
540,RJA ENTERPRISES,28.262983,77.0058798
541,Kahna Bakery,28.274256,77.0622458
542,Parveen jangid wood work's,28.2554872,77.0017465
543,Naresh Kiryana Store,28.274375,77.063082
544,Naresh kiryana store,28.2743818,77.06308229999999
545,Shekhawat Bhawan,28.2552139,77.0605838
546,Tekawadiya Market,28.2602482,77.06485289999999
547,Aggarwal General Store,28.2537582,77.0637337
548,IFB Service Center,28.2581291,77.0667753
549,Mangat & Sons House,28.2499693,77.0619568
550,Lucky Kiryana Store,28.2504365,77.0628298
551,KAUSHIK Properties,28.2591351,77.0679227
552,"Gaurav General Store,Sohna,Gurugram,Haryana",28.2515898,77.0642987
553,Shispal Saini General Store,28.2548752,77.0664187
554,Saini kirana store,28.2488901,77.0625009
555,M R Treadres,28.2356716,77.0414673
556,Dushyant recharge point,28.2463764,77.06054999999999
557,"Lassi Trading, Dombivili",28.2578484,77.06871629999999
558,Ginny Traders (SanjuSinghBagri),28.25524799999999,77.0675368
559,Shree Ram Generator Works,28.2559958,77.0679648
560,Bansla Communication,28.2666902,77.1397412
569,Reliance SMART,28.2880275,77.1921464
577,Meena Agritech Farm,28.265468,77.134996
578,Meena Agritech Farm,28.26649029999999,77.1391687
579,Daulah,28.2710383,77.1192727
580,Grip Engineers Private Limited,28.271911,77.29381099999999
582,RAJOURI GARDEN,28.3059184,77.259464
583,Cafe Coffee Day - Seekri,28.284721,77.292273
584,AMBA STEEL & METAL UDYOG,28.2780358,77.2934573
585,Frost Cakery & Bakery,28.2876594,77.2954237
586,kuldeep vaishnav shop,28.3208999,77.27921359999999
588,Bohra Rubber Pvt. Ltd.,28.304474,77.30230879999999
589,G.M Plating & Electrical,28.3100293,77.3022616
590,CHAUDHARY SWEET HOUSE,28.3382549,77.1965752
591,Idea Point,28.3387578,77.1971646
592,Sallu Computer & Communication,28.338636,77.1967884
593,Amit Coaters & Chempher Coating LLP,28.31267909999999,77.30085059999999
594,Rishabh Industries,28.3061713,77.3080313
595,Mks Pharma Limited,28.3061713,77.3080313
596,Billa Co,28.3409689,77.1947708
598,RUBSUN POLYMERS LLP - Manufacturers of Rubber Molded and Extruded Parts,28.319996,77.301693
599,ARD Enterprises,28.3209573,77.3024279
600,Auro Machines (P) Ltd,28.3211928,77.3023746
601,Ignoudive,28.3485617,77.2548837
603,ADVANCE CONTROL & AUTOMATION,28.34561069999999,77.27324589999999
604,Studds Accessories Limited,28.3173755,77.3095725
606,neelkanth drugs pvt. ltd.,28.324835,77.30528090000001
607,Nikson Enterprises,28.3213878,77.3103289
608,Dream Factory Pvt Ltd.,28.3246274,77.3092333
609,Shubham Heavy Electrical Works,28.3225036,77.3121127
610,Ladla KUNAL,28.27256,77.2303817
611,Sunil Provision Store,28.2735542,77.2312622
612,Sunrise Packaging industries,28.2751798,77.233822
613,Ladla KUNAL,28.275208,77.23674319999999
614,Namberdar' Shops,28.2707026,77.2460217
615,"UDAI SINGH MARKET , MOHALA, SIKRI, BALLABGARH",28.2701419,77.2475101
616,गाँव मौहला,28.271222,77.2475935
617,Rao Vinod Poultry Farm & House,28.2672365,77.2475884
618,Kalli General Store,28.2701883,77.2482017
619,RS Tyre Puncture Market,28.2708828,77.2485938
630,pandit g kirana store,28.2595547,77.34558009999999
633,Ajit Rubber Industries,28.3285248,77.32566709999999
634,Daksh Earthmover,28.258722,77.376018
635,Royal Ice Cream,28.3178731,77.33013000000001
636,V.K. Electronic,28.3173932,77.3390533
641,Blossom Greens By GPM Developers Pvt. Ltd.,28.3213215,77.3297224
642,R. B. Industries,28.3220089,77.33365750000002
643,Paras Rubber,28.321923,77.3226652
644,Reliable Sealing Products Inc.,28.3259017,77.3273722
645,Kay Vee Rubber Industry,28.31604639999999,77.36064429999999
646,Romya Trader,28.3234479,77.3373707
648,Rawat Misthan Bhandar,28.32386619999999,77.3226866
649,Nirvan Infotech Solution,28.32134289999999,77.3507607
650,Super Quality Impex,28.337824,77.3238274
651,Saini Studio & Art,28.325619,77.3296416
653,Thinkgrocery,28.3256082,77.3213194
654,Narendra Engg. Works,28.3215928,77.3563856
655,Aquaguard RO Service Center Faridabad,28.3275046,77.33569
656,SHIV MISTHAN BHANDAR,28.327656,77.325048
657,Rajasthan General Store,28.32798859999999,77.32277239999999
659,LG Refrigerator Service Center Delhi,28.3288846,77.32551629999999
660,Hari Dharam Kaata Atali,28.2927114,77.41752989999999
661,Lucky Doors and Furniture House,28.2620087,77.4600537
662,Printswag Enterprises,28.26359999999999,77.399
663,Om Telecom,28.260555,77.46093599999999
664,Jain Fruit Bhandar,28.2602127,77.4610162
668,R.D Associates,28.32239849999999,77.3712681
673,Window Techs India Pvt Ltd,28.3286731,77.3581238
675,Vita dairy narhawali,28.2657586,77.42000449999999
676,Sooka mistr,28.264381,77.4199707
677,ENGLISH WINE & BEER SHOP,28.2818803,77.4358658
678,Shree Sai Traders,28.2654653,77.4459036
679,Pandit Bhim Singh Market,28.2542224,77.4155098
680,Ajit bhardwaj,28.2530208,77.4173236
681,Goyal General Store,28.2540429,77.4156469
682,Ajit Bhardwaj,28.2530243,77.4172231
683,Rahul Communication 📲,28.2672034,77.45359189999999
684,Krishan Khal Bhandar,28.252068,77.415116
685,Sanju Khal Bhandar,28.2517644,77.4151534
686,Goyal Sweets,28.2515068,77.4152596
687,Foddies Cafe,28.2696769,77.4029862
688,Shree Sai Traders,28.2635558,77.4579708
689,Sethani shop,28.2938607,77.41920189999999
690,Sethani general store,28.2938773,77.4192106
691,Shree Sai Traders,28.26335359999999,77.45848079999999
692,Mohit choudhary house,28.2948468,77.4206395
693,Lakshmi Hair Saloon,28.2941501,77.4177991
694,H R BAKERY,28.289435,77.40965829999999
695,Advocate Grobit Tower,28.2684288,77.3997011
696,Raj House,28.26223,77.4590843
697,Shri SaiNirmal Electricl &Hardware Store,28.294582,77.4175496
698,The Cakes Art,28.2897139,77.4085149
699,Hazari Lal Havel,28.2897139,77.4085149
700,S.S. Tiles & Traders,28.3601996,76.6770739
701,Dhl,28.3732269,76.7156143
703,Bablu Mobile Center,28.3602937,76.53449839999999
705,Kosliya Buliding Matirial Supplier,28.3580995,76.6250538
706,Yadav Printers,28.3569714,76.6227731
707,RMCL Shopping Point,28.356693,76.62306199999999
708,HARDIK LADIES WEAR,28.3561588,76.6244395
709,Khushbu Medical Store,28.3562174,76.62410659999999
710,ASHA CLINICAL LAB,28.35657059999999,76.62311199999999
711,Yadav Medical Store,28.3565001,76.623196
712,Bittu,28.35658299999999,76.6228557
713,Shinoo honey house,28.3815047,76.6416392
714,S.S Printwell Enterprises,28.3548312,76.62564259999999
715,GUNWAL Store Gugess muhlla,28.3803484,76.64345639999999
716,Fix on Call,28.3549805,76.6244353
717,SONU HAIR SALOON,28.3550774,76.62385680000001
718,Aggarwal Flour Mill,28.3819864,76.6419715
719,Kalyan Farma - Animal products and semen,28.3551272,76.62309909999999
723,Wasser R.O Water Purifier Authorised Dealer,28.4213561,76.7482778
731,IFB Industries Limited,28.3456118,76.7950851
734,Rishabh Elastomers Pvt. Ltd.,28.44645929999999,76.76500279999999
735,Cafe Coffee Day SAITM,28.4500109,76.7670707
736,D Jaan,28.3729745,76.71659919999999
737,Rooms for rent and departmentel store,28.3733944,76.71580709999999
738,Shree ram medical store luhari,28.37595929999999,76.7156662
739,ROHIT SINGH Grandson Of Ompal Chauhan Ex.Sarpancj,28.3732238,76.7142446
740,Meera Shop,28.3752935,76.71390130000002
741,P @ G Luhari,28.3739017,76.7130047
742,Shree Radhe Krishna Building Materials,28.359714,76.7449488
743,Parshant thakur,28.3758908,76.7537049
744,Baba Bureheda Madir,28.3550721,76.7510834
745,Balaji dharam kanta luhari,28.3828363,76.7061001
746,Balaji dharam kanta,28.3827972,76.7060099
747,Godam,28.3553214,76.75312559999999
748,Krishna Medical Store,28.355056,76.752966
749,Vishavkarma Car & Bike Accessories,28.355078,76.75314639999999
750,Shree Shyam Sweets & Kiryana Store,28.354994,76.75315979999999
751,Shree Shyam Kriyana Store,28.354863,76.753179
752,Bala Ji Sweets & Restaurant,28.35478759999999,76.7531822
753,Zeelab Pharmacy,28.3549317,76.75341019999999
754,Shera Medical Store,28.3547585,76.7532832
755,Mittal Garment And Boot House,28.3547758,76.75334749999999
756,Dhruv Medical Store,28.354867,76.75345999999999
757,Bhumika Kiryana Store,28.3546209,76.75335460000001
758,Ganesh Market Mittal Garments and Boot house,28.3546879,76.7534608
759,Swami Bakery & Rasgulla Bhandar,28.3548218,76.75359010000001
760,PATANJALI STORE,28.4748997,76.6583574
761,SONU ENTERPRISE,28.4640032,76.6180602
762,Rechange Center,28.4629792,76.6177897
763,shri ganesh communaction center,28.4641158,76.616299
764,Shree Bala Ji Furniture House,28.46318369999999,76.6158185
765,"Shri Bala Ji Furniture House Khudan, Jhajjar",28.4648877,76.6143501
766,Csc centre khudan,28.4607242,76.6164648
767,Swami Communications,28.4628194,76.6140892
768,YADAV MEDICOSE,28.4546071,76.6341619
769,Swami General Store Rakesh,28.46312779999999,76.6133674
770,Ashu Kiryana store,28.4758637,76.6508539
